reco_bureau_id,MIN(months_balance),stat_for_bureau
48149dc0f426d3469a4b3329354741bf,-3,C
4814fbc6fba747587dc41786b6ff1d9c,-3,0
481594702e26843c386f486cd055192b,-3,C
481878105a9225da70a05980881f48ec,-3,0
4818d664c299035884fb893e4e194852,-1,0
481945f898dd8638c68fdd125384ac96,-3,0
4819e82240cdaa9891ee49aba45da68e,-3,C
4819f57dc9492a034b7463f2a2be2b13,-3,0
481a30e3c3325454ffd70706f08a6a9a,-3,X
481aea5d6c818ec80faf8b4d323516e3,-3,0
481b9f5710b6b8c2bc517216c77585cc,-3,C
481bbb0c69a6f60f8efbeb8eef90e375,-3,0
481da5198fe8bf1f6c26c3a2e8f3551c,-3,C
481e058d194b3c70773c58877d9e1dcd,-3,0
481ef70014a93eb9b4bc61066c09d886,-3,C
481f171842e03973bf682683b8854200,-3,C
481f46c7e8bb76ccb9df83ce679bd36c,-3,0
4820b7cbfe19f1730f0a3e6c30290b24,-3,C
482123b0c82ee2f3f715a5a3ff7a5fbf,-3,0
48212414cc320e1182c775fead35eba2,-3,X
482150644e77623c60e214e27fb976b8,-3,0
48222bd5965daf5382b32cb06d40d8c7,-3,C
48226e2ec8bb946dd84b1eebc6fa1e03,-3,X
48232d2ebd5c04e917118dbc9cd5b41f,0,X
4823e2cac72c22ae2ca76e1ac2f5f096,-3,X
482483f0c695a0fe5cc4f79e1c770228,-3,0
48248a4655098e595c838e084edc5609,-3,0
48254d48355e2c2b008da181afe392f3,-3,0
48282a203928884462574472eb0e73e2,-3,X
4829bdd174f73bb2706cafb9ea939912,-3,0
4829ef92caa238340c5a9386359ce559,-3,X
482b4779ca3dd880cce3ea119841b89b,-3,0
482bf699b42a0e53bb6997fd48c00af1,-3,C
482cfea7fa6fdecd81b1c14f1911fc3f,-3,C
482d82c3ea65cdd857825801e4ddc257,-3,0
482de05b053e545ef71c53de27c77f9c,-3,C
482ecdee59480818240e9b8ab607e9cd,-3,X
482ef27ddc4ae7c06c80706f9f39862f,-3,C
482fd84ea59bb2aa53990a8c7879b4e3,-3,C
483088321815b7107fb5de84141311b9,-3,C
4830baa397904364707ef669ca0d8043,-1,0
4831913e30514ce509723d8b910ce2c6,-3,X
483213d42e5f2fdbfed789d610dce58a,-3,0
48328b8d2cb022a416c1c56498a65837,-3,C
48337f497e10f89dbb1fd0cabbcdefd7,-3,X
4834f9c7802801dbf73e71731fbcd1ad,-3,C
483550fa253f1c0c214fa103dd841f16,-3,X
48362e80c5e473c759f74769ee497256,-3,C
48369fea0b80092241feb05bd525e48a,-3,0
4836fa810e16465e277863977cb1cc96,-3,C
48373c073e9be41bb9ef768b4d896666,-3,C
4839ee24e2d648d38595c5be1fc0453d,-3,C
483e9a8f1f1e7b7ad99566f05c02eab7,-3,C
483eaabecdb8371b46dc6188bce6fe2c,-3,C
483ee2a749cf34f12bbd45e84b46ac1f,-3,C
4840318ec169d2e2f71d611e8c3555af,-3,C
48404e003ad1ed5ea1858933b88eb33c,-3,C
48425778cce8ef797a35c3e0453f9005,-3,C
4842b982c9bd34675ec5d03c5cb09880,-3,0
4842f23d0122a99abc0883a8d406c003,-3,0
4843a6ac7a88f1ab41c23789930266a9,-3,0
4844d3b6940b17c31e323d253d4c7ef3,-3,0
4845d287ae7a17a80b82eca0a7d765a6,-3,C
48468d719b69e0ff541973b36298d468,-3,C
48470d269af90cf8875f808a473e5732,-3,X
484721103b9d82cff800143126bef24d,-3,C
484869a3cf48404200a148e6431e5c76,-3,0
484c1e9d12a2b41112bc9d245769cde0,-3,X
484c739225c51e6217e4bae60bc07029,-3,X
484e3c141c8165904d19995e1ba1926b,-3,C
484e481e2d76c8db6148b364496a21d8,-3,X
484e961533a82839114ec4f8a1c68ade,-3,C
484f0c1b3a107516b16bc3b5b00da4e5,-3,C
484f23b8154dcf68034f75e57769160e,-3,C
484ff7587af3d9696873ff8aed0e6013,-3,0
4850d51f4e05d4e47e25d46f65f99fdb,-3,0
4851783914ec83c6af87e92ba1b1f848,-3,C
48520a9709ae75e7df3ca7fa45d8a75d,-3,X
4854420d1a0d5ac0699ad024eebcd802,-3,C
485442f5128ba83a532d80eba1547e58,-3,0
4854a8a660cda1728aa48aa1ad795774,-3,C
4854bd1df58214736a595bfa5862526e,-3,0
4855234039e5962be5613bb3b74d2033,-3,C
485575eb7bcad101088eed50c9c0d347,-3,C
4857a0418a91617033fb27f1b9a8deec,-3,C
4857e32fd75108f6ae4d7b0832d1a156,-3,X
4857ed30635fb2e2904f9e691bcdc506,-3,C
4858b5edc456bc49427576a386f06d49,-3,C
485a123cc54743a9a186984464109d86,-3,C
485b5deb45701998cdcd9f98d2f00ceb,-3,C
485be13d110da580127afe5b00761cb0,-3,C
485c34457b2b27d4681c439f9037c29b,-3,X
485c61cb0a0aff349d1d50d92b2842f4,-3,X
485c89229ec3af00e234f3cd300075a0,-3,C
485ceda3e8730e157c2ead9ede5a5d7b,-3,C
485cf9c7ddda4eecc37eb41500787908,-3,C
485f7f95a93d05ea9fa28dfad6850c58,-3,C
4860a45c4a86d6bbfc84d10cf0f3699b,-3,0
486142096444a3541ba76ea300d4eb38,-3,0
48623159a1a63f7482df88cb8d6a23d4,-3,X
4862c406ed87f789bcdc423e094c0bbe,-3,C
48637630b1b5b3737c8020848c6a087c,-3,C
48656a96c2be4c01a476a26c4386b5ff,-3,X
48667725256dc48e49d77dc170f31d94,-3,C
4867196e2b6910b9d9359f7c2f289d92,-3,0
4868496307e2643b4299de78d5a3cad8,-3,C
4868c73aa62aca916b8531c957d84c41,-1,C
48695f1c878b7aaa7bb371e6216fce70,-3,C
4869d161c50f6f480ca28c32aa8b9bcd,-3,X
486a6a44dad34af8d99e0dd636259c52,-3,C
486a981c1deccb0828e7e70e4ef46f1b,-3,X
486b27e4670cf4bfc810570f411f712d,-3,X
486c8787c76c1dd354b6198f91956a9b,-3,X
486d0117cd612aa745a8bf073dc1b71a,-3,0
486d94877b02014005cd6023cafcce5b,-3,X
486ddf820f143a8d76db35b56fafdfec,-3,X
486dfe2589daaffc4e310830aa5af0aa,-3,C
486e73955b285cdc8971a0d41987b712,-3,C
486f13254bce02380ffea0d8d5193efe,-3,0
487062a126c847de736d4272936ef5eb,-3,C
4870b7e1d97a5a689430664dc603189f,-3,C
4871840c995be6958dfedafe54bc6c78,-3,C
4873b7b3bb7f39046696efed5e2bafd8,-3,C
4874fffcada26b7cd73ede33d95baeb9,-3,C
48755b2abe9f641bbf42ece50320d0a2,-3,C
487641ae22a416aac9bcaf234bb0c442,-3,C
487669bae69f2ee2b0c3ea9dfb998ce4,-3,C
4876b90a8325bb5f15cddf3c0e84c5ec,-3,C
4876e1036ba1ae4209b075f5efc872de,-3,C
487764389018e1a446683eef196ec397,-3,C
4877e324efe440854ed6f3aff09eaacc,-3,C
4877ef3c18ed662377ee12b114009680,-3,X
48788d281a7d4ddaa373f872e33bae35,-3,C
4879b33914c61064579a25587b4f206d,-3,X
487acc153bfd596f169a910f06478a37,-3,0
487ae71223b5a3b2e681b6805f11584d,-3,C
487e43e9f19f6720a0832d1b481d46c3,-3,X
487ea60cd95b8d16959c9abe9f184261,-3,0
487ed0445e4332cb6fba71d5c08e0129,-3,C
4882ef519f1279d2777e995043e24104,-1,X
4883f28f070240d942028694ec2ec77b,-3,C
4885784fc20eb64b890104e16450ba21,-3,X
48860554e00d382a1544d7470a2d7ad3,-3,C
48867e27fe2b812c2c9139fdb15cca22,-3,C
488738d8dc7086aa645604580100fed1,-3,C
4887459f4d4ab54c2c523067cb712c0c,-3,0
4887b91b45c3f2b46a6abc6423f5b3e9,-3,C
48896f58865adc2fb8afe0621b4bf402,-3,C
488add37e305dad52531790047ccaf3f,-3,0
488de507296adeb7ed210ca85b0d7bdd,-3,0
488fa5a85cdaf6f3ed838bde0f79f973,-3,C
48900c47dcdfa0cb5086fc5e8a02b588,-3,C
4890fdcfdc9c31d54422eecb0e6f6c2c,-3,C
4891475ad8d21954060a42be5a97c8c5,-3,X
4891ce30044c54fb8bc154b3d3668e1d,-3,C
48921776aa781e764846ac59fe17fb11,-3,0
4893312ae2fc8a61ea97c727cbdd5a4e,-3,C
4895a0045864732387767b11b00e3d2b,-3,C
4895c224f9866a0c9863793cda53b8a1,-3,C
48961dce70fe7c6fb25a44a850c0ee17,-3,0
48976506c75d41ff3beeae416a940e60,-3,C
4897ff6d160cfb4508fbac491910b89f,-3,C
4898953f9f11412d9e46c6dc01dfee0f,-3,C
4898be283973e291b32704fbb3165079,-3,0
48998efe8e0894560bc3191206d9a24d,-2,1
489992f497bbd03869f0636977c64840,-3,C
4899b4315af512e607f6283421a8f88b,-3,C
489a373caa05ba412bb4e848db3726d6,-3,C
489b6155a84d551e9e32d2c30e4566a0,-3,C
489bd91ab2ba95c1363fe95bcb72cb86,-3,C
489c946973fbef3f08a496707049d3ee,-3,X
489f01aebd503d4b7b7e166899e7377c,-3,C
489f9ad825054d58b1a38a5c84b25d51,-3,C
48a0692c32808aeaf8c2e95863de4437,-1,1
48a144349495b72e4597965357be6704,-3,C
48a1aa39ca925436c4ffe8ed54c1dbbf,-3,C
48a1eeb0492866bc5a0d7821224a3971,-3,X
48a28eac63bc1463ba06a61e0df84e8a,-3,0
48a32ad3540558f618167915d4705558,-3,C
48a3815c4cbea4f6a85aef3874ce3725,-3,C
48a39fab9e1e0e31534bf6217df4ed30,-3,0
48a3e2070e06ee19f46a6d29e6fbcff5,-3,C
48a41bf2a120107672c2044e27902887,-3,X
48a470bd77ddec0e4f53044087062873,-3,X
48a4d3d37edf9bf46fd303d90a5c29d4,-3,0
48a70c7e4c4d596ffbadbf8c72c11779,-3,C
48a84ee2a947ba4b67583942806accdc,-3,C
48a8d384a87188104ff0405f8aaf3975,-1,X
48a958f113f75d1592ae3b1849ea3bde,-3,X
48a98d90e500c01fa7526b72772503a0,-1,0
48ab267968216395c9a2e0e056f6cf94,-3,0
48abb6bf064ca9b1eea905d05ccfedfa,-3,C
48adc50739a6f183a98908ea0023a024,-3,C
48ae30dc9508ee9efe7f685c581fb409,-3,X
48aeb4ba2d298ff4bf2286d349e47f0b,-3,0
48b2bf83c695637dd1327c52c1cc7af1,-3,C
48b43c5e0bf7b8cfc0cc743d3854282e,-3,C
48b5414d73476daeddb38f1506ecf99b,-3,X
48b5558f5f7567ce3857d0df8f848080,-3,0
48b586d8ee13ef68289fef58581cfbe7,-3,C
48b5dc8cf350cad55542b4612d08bbf1,-3,C
48b75db4a80576e8d0eeed8fe25aefa7,-3,C
48b77568c3fb9176f61ef553a5f208e9,-3,C
48b88fc5dc18aa56e7f37c23d6787462,0,0
48b8d2d7c8f2de7bd61edef05dc705f7,-3,0
48b8e464788cc637ab71507728439339,-3,C
48b95f76ad40e288ede67df3f5f2f541,-3,C
48b9eb38437e1a19d4ff00355fafaf03,-3,X
48bafa57784f16aad118a429fb438e47,-3,X
48bbcead705aeb9d5e27179b50402cf3,-3,C
48bc4b516054af1491cc94fb75116a2e,-3,X
48bdd8d2274592b3594cbea99e525eba,-3,X
48be5bee67010ac9ada2af1a0963feac,-3,X
48be8d2aa5c66807d89a72a118d0e09d,-3,C
48bf624e18663ed4249d3f1f6428baa6,-2,0
48bfc2080cf5c3fe8409b4c7efe6b317,-3,C
48c17744e866a425ec901cd8e2d8666b,-3,0
48c184a59844aa2f45f49f6f0a9fe5d1,-3,C
48c19eaa94965d4f3a54b941aa3776ac,-3,0
48c1aa6528df0ebb1abe27ed6590db39,-3,X
48c218b5296ca396d9e9cde81f435622,-3,C
48c244630cfc35310b985cc1e422e1f5,-3,C
48c32c1428a91dd20dee529f49ed6c66,-3,C
48c60156397f5a203c72c3fed208103c,-3,C
48c61315ee3c7b0f13730ae2d8122a60,-3,C
48c7ee42e315221c7424c75129aa71b4,-3,X
48c870b8af778bf479fd6101aaedf8bc,-3,C
48c932512db53a128a8be801201e673e,-3,C
48ca35865835e4089a46c7648c35d1fa,-3,C
48ca5a3085a75df489262b4992d04938,-3,C
48cab71579cf099c135a22580559968e,-3,C
48cadaaa0bf5bbe832aea4ea13705150,-3,0
48caf6f69c05bd058ca708d7965a4f31,-3,C
48cba3c0f79ffac91ba1522921b29886,-3,0
48cbfe1126530cd1b2e9abbe49ba9465,0,0
48cd8f6e0c5f62ea8fb921b06482272a,-3,0
48cdde966f3b96ec4d73d3ff420c538e,-3,X
48cfd68585462726432c0012554e60c6,-3,C
48d020d3ac1daf5d8b6ef4910cbb1b6a,-3,X
48d04c07d9284a1d292d878b579a42ba,-3,C
48d092b92a9216013098c64728a8485c,-3,C
48d15653f3eaafb55aa66379021cc1e0,-2,0
48d1bba85c0a7b78db1879388be7c77e,-3,C
48d20c696ca1d21dbc73f6037baf8f33,-3,C
48d23e07effff864c9c470df4a3854c1,-3,C
48d31c84850521f7e0559d4bd17717d9,-3,C
48d423f6e45e8b586fd2f985406ed658,-3,X
48d4645a307c2478f7a49c3e45651871,-3,0
48d47a36f57cb09132da9f9014542e51,-3,C
48d57b0b757c8ec9a2e60da03e65cfd7,-3,X
48d5f20efc054ae14b0788cc911f71db,-3,C
48d5fe477a6c77ae45ccb6b5390f06be,-3,C
48d7d45067758211353094a483d928e5,-3,X
48d7fdec15ed2a3981f9bd6e365f221c,-3,X
48d9bffc63b63a1a483c07f2b732ca78,-3,C
48daac2d6060c08e2e9cee5d5a31c566,-3,C
48dab576750e883a72a8fad125256943,-3,X
48daf5ceca636ad518ea6c57c51439f2,-3,C
48db9dc309b3ba1036a4d011353623a5,-1,0
48dbeb75f77e02f39bc656eadee0a8b2,-3,C
48dca2860aa0c59e35be2beb23ee96d2,-3,C
48dd4990d2ddd93e16b70cc96206e43b,-3,C
48ddebe66b49fde90fa0097022ea39ae,-3,C
48e1cd2c2a5e60855938c775ccb7fbc5,-3,0
48e25f96b79180d00519734d78c6cecf,-3,X
48e280db79fbcb68eb3dcd3d7f841478,-3,X
48e29b13661d40b23c42ddd0a8cb6d38,0,0
48e3f62bef313ca6470afb577dd04c5a,-3,C
48e42d52d90512400913205e480e94c9,-3,C
48e56d89cca6926adaf1d92b2bb1aaa1,-3,0
48e6b20149e3b478e04c143749c87455,-3,C
48e6d68edf4f383604ae3c8ae05d24a5,-3,0
48e71c73b08cf04d208c5428c7171607,-3,C
48e82be1a6e04bbc118d134932c6c8a3,-3,C
48e9383dd582ec9b7ce5889224ed4bff,-3,C
48e94c523d3aad995d25b36503f81b89,-3,C
48ecda881bd675e8bee18a0c04674fb5,-3,C
48ee2288bdc67344d3b03c6abff5dad6,-3,X
48ee3e8cc90bbfcd524378c4dde50ef8,-3,C
48ef76f80a68f684552c6e95a5cc9a81,-3,C
48efde37f1f48e2eec31424a55c32bbe,-3,C
48f28e468e4f480c35dc42e74bcfdf01,-3,C
48f3bd9958a5152e63fd2e747ad132cf,-3,0
48f469b76aae43502bf407af00e6839d,-3,0
48f4d57b3bf168b7b86d5089dafa4e10,-2,0
48f50938bed1b094393914edc6010920,-3,C
48f5b2d906d8ee30a6c307aed81acb21,-3,C
48f61622e6a9287d132e3f1ce00f8ff2,-2,C
48f6ce7175f0416163f107c38846568e,-3,C
48f75f7ba3348d11c1c3b5943399782d,-3,C
48f9008cb2aa902df288d02de0ae0b85,-3,C
48f93476d659b36dbe124c644977ddf3,-3,C
48fa8873f3e31b88b2e09d6c84866678,-3,C
48fafdde1d85a36a2c5f20d90d9aa3cd,-3,C
48fb8888e2b41a49917a8257f3b9a892,-3,0
48fbcf8a3e5cdb17b660d2e6309c2b18,-3,X
48fbd0e855264b52c50c3d4f807af75a,-3,X
48fd7fa98eb429a7cff1c7536e91f9cb,-3,C
48fe0f05f88d4836b7bce442a84a7afa,-3,C
48ffc4b023e20e9c1f26d167780b84db,-3,C
48ffe4458899c50449f87781d5d05701,-3,C
48ffef37e157c3efaa8cf21421d14b37,-3,X
49006f98039146681910295c626addb3,-3,C
4901fe14f0b2f5e7169ecaba24f57ce4,-3,C
49022ff65bd95528336bb7dd2f5b1487,-3,C
4902a5afba5b2a1696ec623276028881,-3,X
490353a89093c273f992dc5cbe5904e3,-3,0
4903f93a9736e90b69263e108e2e5a56,-3,0
490503f427e784de1d6ea166f1864105,-3,X
49060536fecf552e81a9fbdb13397adc,-3,C
4906445537c079a13f7f60271dc5ce69,-3,C
4906d62b53194f0f12e60236fe024f63,-3,C
49073e88a1ac2557f90ad348ee9e7d9f,-3,0
49086bf00cabe6a71dbaea5433f47cf7,-3,X
49090f81d9d653f9ebf465f1ea9eb8d1,-3,X
490ac48fff58d1171e2da2ba8584e207,-3,C
490b044fb17729e2c2f359d0ffde08fd,-3,C
490c73a1325137db72abe5db9e2ddcc5,-3,C
490e12dc833c2cf76b9a1d57db39ef0b,-3,C
490e68b5307a45cd48a3b1e636a3373c,-3,0
490e81cb8b7690a00b2cbbf82ca9c55a,-3,C
490f8ea4d1ca6cb395d81eac6e0a3ebb,-3,X
490fcb36a001bec5257521e452006e50,-3,X
49100d33db617f5a230ce7d342b138f3,-1,X
491138b02ffc77537d9d5995ef90c0c3,-3,X
4911930f8b83d9010952f20774755b8d,-3,C
4912147d401adf328bf4ae12aef23a9d,-3,C
49126268d6f0ab24e2898d5d344c63b9,-1,0
4914328a2a6ceb629aaf9c579f4547d4,-1,0
49144665cd7b52d78ab497d724ca4e44,-3,C
491638a2c16bcfd443204078cf253601,-3,X
491651e1f5ff4f229aa5c6ff36e01afa,-3,C
49172ba6f3b80eba7f1d98f1592d63b5,-3,0
491739b2c8cabfef5b8338b5061b16a0,-3,X
491835a56f714af550f8df1ca7c3614e,-3,C
491a8a490b7bbb16eddeb05b904e762f,-3,0
491b34ea838c9eff94ea6a865c00bf66,-3,C
491b3f66d5071bbd6f874477615c00fc,-3,C
491bbf210a54fb9e8a05672753ed9ebe,-3,0
491c0c6bb8ab24f615fb22c116db96cd,-3,0
491db28bcf648a73c3608ef015882c7f,-3,C
491de262080f0e0bf55fb6b01f377918,-3,C
491e9a274ce3e8751f0a5df3800fd8a6,-3,C
491eafba8a85c84a77ba741b3ce7b48b,0,0
491f206e3ad1fc26b7fed67b5c5d80ac,-3,C
491f2eba011234b85b00e7cef1f1b045,-3,C
49219b5a7efabe82c9008a5e2be3b1ba,-3,C
4921c108495f21f57ad718957ce9f0dc,-3,X
4921d1cf30912ead27ca583f70abcbee,-3,C
49226c2527e2e745390abd20f8710787,-3,C
4922ed5362b8032ff634ddc590f67cb6,-3,0
4924ba1232535072e309add6ee174fdc,-3,X
4924be900b8b1e58922847407bea1371,-3,0
49257a163ea2a700121285c30b945242,-3,X
4925ce3fe86c57862054dc56edbef571,-2,0
49261dbb4507d8f8895244186ba3a6c8,-1,0
49262381f85bb134b0ba2e36b7f21eba,-3,C
4926be0c91b56d5f455641d6e6cc6d2d,-3,C
4926f3dd38e81751af02b349ab367cc4,-3,C
49271e302dc268b0cc288894fa578892,-3,C
49275e35d7f24718fb7290909d67a2a6,-3,C
4927b8a8ec2578eccb9fbacfe36d7667,-3,C
4929a7516a9bee2cc7a455870fd22116,-3,C
492a32749631391221cf0744db0f2fdc,-3,0
492a7d48d5e4829da9aed2ce2652b67e,-3,0
492c339246fc1ed2272c405a143499d2,-3,C
492c80e5a9624e877a35b99aa747669b,-3,X
492cc95a60a7ed587c5aa52431583a91,-3,C
492cfecc2a3c3c21d522bdc29876a30f,-3,0
492dbc415d39407d8186062428fedb3f,-3,C
492e91bc906f20f697b9693f4cd406a6,-3,0
492ec225e685e7196142fde8ade4735f,-3,C
492f01f7415c65488f7f6d48bb54e952,-3,0
492fe7cc73184e7b7b6e83e807ab1492,-3,C
49313cdc88251017990afae1ac03eeba,-3,C
4931546c003fe9881219b2612bb156a5,-3,0
493179a727b48f4e79282d1f42612108,-3,C
4931992f6fe8b403d74fa73fa71abf16,-3,X
49327a80d25ece3a4dc937aea620aeb3,-3,C
49329ed5ff0d480126183e5ac6641211,-3,C
4932b6b936c4e1bcc094c6d223939ed2,-3,C
4933728e1dfcfc1678a484eadc849814,-3,C
493473913b807d2adb46eedef96bc515,-3,C
493505e0e1378b1af824e2fdb954a7fa,-3,C
4935534e85f36f64ce6027f74f41e982,-3,C
493577e7956c669d00bb1ced1eac2270,-3,C
49365436007e31ee7432b6de6a452c62,-3,X
4937d2793b75633a35fc8601338f345a,-3,C
4938a2a07ca35ec8af5d4258d3585dac,-3,C
4938a7fc3dd50ed8302be9b7f3a295f7,-3,0
493aeba73f736a2864c01540095040c2,-3,C
493b2cd1e2efb185d92132420df13fc6,-2,0
493b33a752fdc170a3be956baacda79e,-3,C
493cf6c6e81e895ea3f59563850375f9,-3,C
493ec68c23623d940e22f800af5c0d90,-3,C
49404aafbbfe4a8297d75511b9312242,-3,C
4941d00082d4f5770bb353bd165ba832,-3,C
494276de600f257fd45484f4196ce193,-3,1
4942d075bcebc1efa55658953c90645d,-3,0
494333a445644adb0ebfc943c859373b,0,X
4943876d93b51bd48992715d190e9760,-3,C
494447d769f2e42706eace693c5ce813,-3,0
4944d279bfbb8c3758efbe4b1bd60d77,-3,C
494777ce48ce9650c40849a7d1fb28ae,-3,0
494864580c6599d68f0216d5d708d663,-3,0
49492f41dce79196f5caf780c6856c88,-3,C
49499a6d045509b38f82a6a58ca105e7,-3,C
494bc88b035f879260e91edd73ce7c1f,-3,0
494db68900fb0df08d1021c1ddc74be4,-1,0
494e03bb873434e614b71b97b6f01c44,-3,C
494e3a854ecf3db42c583f4965e2c9de,-3,X
494e56c310b794d4394f03b3050a1a33,-3,C
494e582662d1679053cbeb846da21268,-3,0
494ec62f106bcad9e82aec0a5815f59e,-3,X
494fafe71851106c2de369a8e7dae009,-3,C
494fc64733c8cb3de93f98553141dd16,-3,0
495117ff4a7668965a63c3ebeb15ced1,-3,X
49518ebd7163dafc9eb0df7bf19c578c,-3,C
4952bef732f197a86fcdfc4b378c528a,-3,0
49530eceb43050c088870e2a25e14a68,-3,C
49543d7c797c5b0b3dfc18604e4b71c2,-3,1
4954831459488d7c4f56c59350bf17f8,-2,C
4954bfecf66b7b97567b5e9ddfb97c6b,-3,C
4954c4f0dde9c96bacb219ede076cc64,-3,0
4955510575b4cae6fe38126b136653a5,-3,0
49562d754ba32ca0bb2e2ac111cb424e,-3,C
49564dbc185e1b1713c5f0c6591a9ed6,-3,C
49586dab3aebb7dfa34f9ac4309098f0,-3,C
49591ac81a0fe7151e386eea026c55ea,-3,C
49592c433d66a50f3979e15bf5a9c072,-3,C
495b892cb7796802fa5031bf7bf0c2dc,-3,0
495d9ad1fe8ec55131cd1f695b2aeaa4,-3,C
495db96c7fc7b2fcaf9fe7bb149a85bc,-3,C
49606f54aa2518821ca529e734b6a460,-3,C
4960bd3878a455e0d69a19af872948f9,-3,0
4963e8d8f015c845352cb777c10ce023,-3,C
496594447f43826c4e6bccdf2955d05d,-3,0
49662bdb683dea66514a575700848788,-3,C
496695498c9d9883142fe97b55163129,-2,0
4966fa62b52b890577ccdbbd9d661281,-3,C
49674cc2a792f6f2d0e1f8ed04478496,0,0
4967d7e42fc62485a6494cdb37eb8f39,-3,C
496801be732633d52c2ddf67afbc79f8,-3,C
49680c208d2af5311cad2ab067180bfd,-3,C
49681768cb657b5b9d7fbe770c8517c5,-3,X
496877073f43cdbccc75a916cdcbda30,-3,X
496a2c9fe74d50dfbb112a871a287e31,-3,C
496aab9ca05fd95783089162b8a65f31,-3,C
496af48b4cecf64cfec1e31667c81b87,-3,0
496b43cbda86e4a1b4a8f1693a882b72,-3,C
496c6f53e848df457023c5001db28c0e,-3,0
496caf259155ba7eb1964871b175ea84,-3,C
496cb4b5dd682ad1d59175c1e70cda80,-3,0
496cf188e0d2bdc42989aa0b1f2c41c7,-3,C
496d4134d24ed49951f4b789b43dc2e1,-3,X
496d62bc9afb1f600e7363ba5d6e7a97,-1,0
496d871870d0e4c826a7bd3f7e197e62,-1,C
496d962e2789a6e40a5ffc25df287934,-3,X
4970cf09d56dd1194ed901dbb5b275c4,-3,C
4972a26cdfa3be486fa020e87e9d322b,-3,5
49731879b622044d493d33b3fa0714f1,-3,0
4973f0ef794bcb48874917184f4ef56a,-3,C
49740858b5fc2ba5c9ab479d7e48025b,-3,C
4975178012867d2b2604978b0171d6f2,-3,0
497563ab89b38282e0516419dc07ed44,-3,C
497792701a3e1adbc2078f2061eccd52,-3,C
49788413e6a6685aa130164a80150818,-3,C
497971f8671188602cbe8d5e6797e809,-3,C
497978503ae098786e9a811a96d001f2,-3,X
497a38780df956b3532ba55d1add9024,-3,0
497b74f25acc05be4fd730fa6c8461f4,-3,C
497d918501133a40042b7f6290cc9154,-3,0
497ec78a41b35140cea9fcc4cc54c3bc,-3,C
497f2ba03ec093aabc24c1370c82f820,-3,X
497fe49001177faa07dff8738f437d12,-3,X
4980b6c1b3a0270fdfc82bf529e72288,-3,C
4980df6069ec6f2b40ab7f784e274246,-3,C
4981d7eef114098be08c410e93a45606,-3,0
4982191375ee0f007ba0e3e0c3ae56ad,-3,0
4982dae9d28e0ffbd07615e3178bfdd2,-3,0
498323f6e1bde8aa3928a0ca17e88fd7,-3,0
4983d24206443e712c6ab48874058eb2,-3,C
498483c569a5ac6dc36e98e22b10382c,-3,X
49849d6eeefa59cf99d5da5f3e5254a6,-3,X
4984d7cd0dffaaaa1caf90c8f82ed336,-3,0
49853a989bbee85083edcc41cf171e76,-3,1
498588f38d6928cf1426e8a60fea281f,-3,X
49861abbf6a3ac1660853fb76a24ae01,-3,X
498688dd8653a25c33c8a456df333574,-3,C
498699eb97ea849160fe994b0d8b0fef,-3,C
4986d8096690b9c684afacd9d7cf45c3,-3,X
49876a943da645cc2a2cdc1faa380829,-3,X
4988609901473c6eb997b57f24b3116b,-3,0
498aaf3e88166b202abc23cd893cd7cf,-3,C
498b6d9f69403c3225b569141da2be58,-3,C
498bc93c1974dade9db483a9c4ff118a,-3,C
498d86693c25e2e1f9b960bc5d12cff8,-3,0
4990611af809b8c189886d64f1fceed5,-3,0
4992a9db6851d6b585869f97de46ebe7,-3,X
4992f228e82edb9efb594ceba11fc585,-3,C
4995862e14457565d05e1e8791cf6921,-3,C
4995a88d1bc025ac989daf7ebb39755a,-3,X
4995aa9bb5e74f9fda2628cd73ae6d99,-3,X
49962e12f19194ed26bdc43b3b38f5a4,-3,X
49990e8dec72b92ce012d325b47a3c0a,-3,X
4999a2306b3234177d6ff3668a97f0a4,-3,0
499a9abaf424c0d8bd3208a931e22d24,-3,C
499ae4f097998ab686ba5c961a1c44bd,-3,C
499c94f43b4d43b7e511da30cfe19b78,-3,1
499cf248dc79d263fc9a814a5a72d0eb,-3,0
499d2a253896e1a9d2ac79c0be241383,-3,0
499dce2102ed5976d388f04f9948db88,-3,X
499de02ed3f55d5b5e547a69e38f92c7,-3,X
499e8edc5a30f36b41fa903c8c8f0f3a,-3,0
499f891a7a7b88304d5bd3c0358c4f49,-3,C
49a00c301b5a7897a3482b1687d9c5d1,-3,X
49a12e5a62bfb218161c08e0d0e8bd01,-3,X
49a18e26835fb99b496af62cb87fd9f3,-3,C
49a2550642fe072e551082bab8593651,-3,C
49a3965e816ae2785ebb9d5fe428ae09,-3,C
49a4d290ae5ed50d0fea4353d9e9e0aa,-3,C
49a5ca0dc844e922ffb33ae2dd5d4d18,-3,C
49a662e97cd6674f4cfcfd4782b748cc,-3,C
49a736e9c09ec7f2eb51862c697a06b8,-3,0
49a7b690d8bb96957dd29c969f3c379e,-3,0
49a8c989046bdcaa8b9d304510dd4ba4,-3,X
49a8caf778f3d49e62c832a7751092e7,-3,C
49a900d3eca3afa472bf37f4bc55286e,-3,0
49a950588f27a58c30a060789f816cad,-3,C
49ab42e4099ae50581c5caafdc6ea9d2,-3,C
49ab54475297b2fc624f75d1c968d626,-3,C
49ac067ddc0ca86c0fdf510dc810f1e8,-3,C
