reco_id_curr,f_number_of_instalment_num,f_installment_due_date,f_installment_due_date,f_days_entry_payment,f_first_payment_requested,f_payment
21a9c7b12e84f0302ffd9839fd5695d0,1,-165.0,-165.0,-165.0,222.885,222.885
21b0245320095afe34009ad94ac377de,1,-2580.0,-2580.0,-2580.0,225.0,225.0
21b0a0f1216a3e4578f84f2b1fb23f93,1,-1152.0,-1152.0,-1152.0,6624.13,6624.13
21b400258ab2d0ebf4618370d0391d4c,1,-187.0,-187.0,-196.0,9291.78,9291.78
21b5316d5e4db8a297746bfacdca8332,1,-234.0,-234.0,-234.0,463.23,463.23
21b8f5e5757e9df89b5f194d7d963f42,1,-562.0,-562.0,-570.0,2250.0,2250.0
21bd5def0b20cb99dcbc610856cdbd6e,25,-2672.0,-2672.0,-2676.0,8100.0,8100.0
21be161a8aba63669cb88640c48687f4,1,-307.0,-307.0,-307.0,2411.77,2411.77
21c07afce39d3a0819e2c7322b2eb5d7,1,-275.0,-275.0,-275.0,504.27,504.27
21c39dcd622f50561e15649da3cba74b,20,-2603.0,-2603.0,-2619.0,6750.0,6750.0
21c7b39572dd865512dbfb9108253acc,1,-208.0,-208.0,-208.0,103.635,103.635
21cbe030bb7dbf7a32ae22524e031610,1,-651.0,-651.0,-651.0,7020.0,7020.0
21cd27c4765b3c36c29df276791fb729,1,-439.0,-439.0,-439.0,22500.0,22500.0
21ce57553ac534c74f9e0b6b0e3bab6b,1,-1603.0,-1603.0,-1603.0,4500.0,4500.0
21ce71a4f6715651f615df3deb5102d3,1,-1003.0,-1003.0,-1003.0,781.47,781.47
21d27466299f91558faeb689234c448e,1,-128.0,-128.0,-128.0,202500.0,202500.0
21d2d68274432149d21cf384907c8d68,3,-2339.0,-2339.0,-2346.0,13500.0,13500.0
21d5d5ee6f2101fa31da7551b9ada93f,1,-723.0,-723.0,-726.0,4500.0,4500.0
21dade1fa1ec7f108f5f4e1834f57ce2,1,-831.0,-831.0,-844.0,9000.0,9000.0
21de25aa20fe4e1b12ad8cda6d75fe73,1,-175.0,-175.0,-168.0,2250.0,2250.0
21de5f936a80f92b50fd76662dfdfe5d,1,-647.0,-647.0,-658.0,2540.52,2540.52
21e3b967aecb84ea59a765e1e7d39c0b,1,-630.0,-630.0,-630.0,900.405,900.405
21e891a64c1961e494e97cdf2b33eeba,1,-938.0,-938.0,-947.0,3375.0,3375.0
21e9ca48cc83368e74cf164d55176f3b,1,-2486.0,-2486.0,-2500.0,1325.74,1325.74
21eb5ef21a64a98b6f1bb20316f10441,1,-47.0,-47.0,-62.0,2250.0,2250.0
21efc9f16d0409dfd358e02669362143,11,-2836.0,-2836.0,-2843.0,4050.0,4050.0
21f72b0d1c6f1c3d3b54590a26105d93,1,-435.0,-435.0,-435.0,22500.0,22500.0
22013725affadc3bfb569fc228d528ed,1,-60.0,-60.0,-70.0,3978.81,3978.81
22048a47c5112777fe9b8fa5c1af38d0,1,-152.0,-152.0,-152.0,135000.0,135000.0
22088caff8408abac3b52818786d3140,1,-348.0,-348.0,-348.0,4500.0,4500.0
220a379c1712c49ab34afd5533279476,1,-659.0,-659.0,-659.0,90.0,90.0
220edb4c17f2cf1e263db766a85695af,1,-939.0,-939.0,-938.0,7076.02,7076.02
220f9c9da5bd11be7d038b35933053f2,1,-974.0,-974.0,-981.0,2926.8,2926.8
220fe9f9698dc2a895c416e700419dd9,1,-373.0,-373.0,-374.0,37656.9,37656.9
221c920c3405c73c7f5f28f5ec97d1a2,1,-55.0,-55.0,-55.0,18127.7,18127.7
221e56a36579f5271230dc942d8492cd,1,-137.0,-137.0,-137.0,2250.0,2250.0
221ff6ad65242e33c39e632cb4625f57,1,-857.0,-857.0,-863.0,4500.0,4500.0
2222bd2812eb994df5b900a13c654f0c,1,-238.0,-238.0,-238.0,38.925,38.925
2222e99b62bd5d2f35b486ab580b4674,1,-689.0,-689.0,-689.0,2916.5,2916.5
2223ead6631c18db22de0519db6315c4,1,-409.0,-409.0,-409.0,542385.0,542385.0
2226e78cf3e6b08885e7c0bbb610e44e,1,-314.0,-314.0,-314.0,3.24,3.24
2228d4eee1f5f56c42c4b465817b95b5,1,-3.0,-3.0,-3.0,2250.0,2250.0
222932bcb66c191c7f5c2a9614c1d591,39,-1982.0,-1982.0,-1990.0,8100.0,8100.0
2229b2894de10e5b192cab60ef77e396,1,-510.0,-510.0,-510.0,990.0,990.0
222e3b904b13f4e20af48604dabdc2d7,1,-704.0,-704.0,-704.0,56025.0,56025.0
222f1e00bd5f96e1308f98e2ac5ff3d5,1,-2329.0,-2329.0,-2336.0,3375.0,3375.0
223050652ad713160c435de42fa47a7e,1,-1388.0,-1388.0,-1396.0,25200.0,25200.0
22332aa98a4ded3cadbda1e9ae635b2e,1,-576.0,-576.0,-576.0,12675.1,12675.1
223a4ada8be9e692ba91dfefb81c2fbe,1,-1716.0,-1716.0,-1729.0,9000.0,9000.0
223e536daa339828fa2b0fb88afa5fca,1,-134.0,-134.0,-134.0,202.545,202.545
223eca24eed0c4809d31a60037a8b7b8,4,-2613.0,-2613.0,-2618.0,4500.0,4500.0
22400648d080a800553cf81bb6749113,1,-111.0,-111.0,-111.0,2054.83,2054.83
224510d1e40e4b724a6f30f1b9283ed6,1,-183.0,-183.0,-183.0,22.005,22.005
224a17a60bfb4272e26c337557ff51e2,1,-78.0,-78.0,-78.0,233.145,233.145
224d793716fd2043e965bc6f8bbebdd7,17,-2676.0,-2676.0,-2676.0,900.0,900.0
2254bd704550a39e7712c75b1d591043,8,-1558.0,-1558.0,-1558.0,1919.11,1919.11
2255b6bb383171245d93c3ff8915ab79,1,-1459.0,-1459.0,-1459.0,67500.0,67500.0
225c23e7475f9b90afad0833f74e300e,1,-928.0,-928.0,-928.0,1052.06,1052.06
226499db11c407adb118287195030f4e,1,-178.0,-178.0,-182.0,17356.5,17356.5
226e87f28e9775b90e97643e56fe59bf,7,-2103.0,-2103.0,-2103.0,329.22,329.22
2270528b5e68de1f0f083459bfedf860,1,-136.0,-136.0,-152.0,6739.52,6739.52
227306368a5e3fb8cb38e4f19b6172b8,7,-2345.0,-2345.0,-2345.0,1489.59,1489.59
2278556aab75c94c8a1af11aee202200,1,-30.0,-30.0,-37.0,9594.72,9594.72
2284279cff8c410919c4cffe928cb56c,1,-151.0,-151.0,-151.0,463500.0,463500.0
228b9ca928621e2219b505673d1e5238,1,-562.0,-562.0,-567.0,10448.7,10448.7
228e4aec589b9d34b160f7a4f561c809,1,-1014.0,-1014.0,-1014.0,90000.0,90000.0
2290a31bf32702d8bb48958fc4de532e,1,-1732.0,-1732.0,-1749.0,9000.0,9000.0
22937f17e8249c25a2eb70bec118bf7e,1,-196.0,-196.0,-196.0,4405.5,4405.5
2293ffd8ee0f1c03c91302cc60455c11,1,-202.0,-202.0,-210.0,2313.45,2313.45
2296bdc854966a3d1361f9f172b31763,1,-1720.0,-1720.0,-1720.0,4500.0,4500.0
229d04137cb2a3dc6670fa4d4e5f2e58,1,-424.0,-424.0,-424.0,12600.0,12600.0
22a03dc9819ac7ea1e259e5954f60167,1,-191.0,-191.0,-205.0,4471.96,4471.96
22bac79434ec397cd28075688bea6861,1,-1494.0,-1494.0,-1505.0,4500.0,4500.0
22c3d4d610596631c72016f102984cff,1,-155.0,-155.0,-155.0,292916.0,292916.0
22c3ee34b77494036326bc6f91922b01,1,-2670.0,-2670.0,-2674.0,6750.0,6750.0
22c6bd2e52ee76256bf0c4c3d20d25ad,17,-107.0,-107.0,-107.0,10.845,10.845
22cfd991daea4194a3ab324c2caffc82,1,-172.0,-172.0,-172.0,9000.0,9000.0
22d449fc7a9244a447d3bdeff2f71a97,1,-43.0,-43.0,-44.0,7672.9,7672.9
22d6686fe2eefadc94407e740fb600dd,1,-1497.0,-1497.0,-1497.0,3375.0,3375.0
22da348f19f897f05adbf17cf356a167,1,-707.0,-707.0,-707.0,443.25,443.25
22dbc357bb5485a55c670145253f0a6d,7,-481.0,-481.0,-486.0,9000.0,9000.0
22dc5cdadf4ae748c453ac0a11682522,1,-109.0,-109.0,-109.0,323.775,323.775
22ddd6c4c970c410d1033cfe5359ec03,1,-120.0,-120.0,-120.0,0.54,0.54
22e3cb45630a1682fc6822cb27901666,1,-1548.0,-1548.0,-1548.0,0.36,0.36
22e9892d03f3d10d624a0dd7a0812fcf,1,-2309.0,-2309.0,-2309.0,3482.46,3482.46
22e9b282b624d228ba97475615b3ddf3,11,-450.0,-450.0,-450.0,324.72,324.72
22e9df78639a70f70e779416dc17c88c,1,-169.0,-169.0,-176.0,6968.38,6968.38
22ea4ec3905edcd28af76dff31a2d0c2,1,-1872.0,-1872.0,-1874.0,3150.0,3150.0
22f0eba618523912699d1854779ddeef,1,-231.0,-231.0,-231.0,123013.0,123013.0
22f42dc5ad233ebd81c37ec114ea0162,1,-177.0,-177.0,-186.0,14391.9,891.9
22fa615020faaf2bf0da6ef17c15ff4d,1,-28.0,-28.0,-28.0,191.835,191.835
22ff1bdff81dbec1d5af57693a8f553f,1,-166.0,-166.0,-166.0,7852.5,7852.5
2306ac3508cf9155bc3af740b36ada6f,1,-258.0,-258.0,-258.0,306.54,306.54
230901ba9eb9f0e4deb6d18de2dc6616,1,-884.0,-884.0,-889.0,7875.0,7875.0
230a79393cf80b059627987d22b1df03,1,-11.0,-11.0,-11.0,313.74,313.74
230b3dd353d0c74d95bbc6398f91d36d,1,-550.0,-550.0,-550.0,42294.1,42294.1
2313c08f60437c3b3b496c02c981bf28,1,-2242.0,-2242.0,-2242.0,158.265,158.265
231d9053238bdf10cd2ddac5ba2ae03a,1,-1096.0,-1096.0,-1096.0,6493.05,6493.05
231e6b6069d386864f7df451ca3b4616,1,-823.0,-823.0,-823.0,17550.0,17550.0
2321cf2a307e24080b2e4c0335642745,1,-30.0,-30.0,-30.0,2.52,2.52
2322a210dc244a49941430af9fd2cbbe,3,-1711.0,-1711.0,-1701.0,6750.0,6750.0
2335dc2ad8a393bb6a05d9d395981d1e,1,-64.0,-64.0,-64.0,1129.5,1129.5
2347070e07c59f3f90733577ab791b40,1,-876.0,-876.0,-876.0,4500.0,4500.0
234804e368601c59329969bc77ff1640,1,-2915.0,-2915.0,-2927.0,8100.0,6640.83
234c4464e277c22bf579917743b56044,1,-204.0,-204.0,-223.0,2250.0,2250.0
23534e7f511863e434a13846189daeeb,1,-999.0,-999.0,-1001.0,2250.0,2250.0
235978e2f606640f47979a9677069dc3,1,-143.0,-143.0,-143.0,42750.0,42750.0
2367652b2631d9da14a88dabebc469ae,20,-2122.0,-2122.0,-2122.0,1078.56,1078.56
237577b46fe7213faa63c4ea3ed8454b,1,-88.0,-88.0,-98.0,2250.0,2250.0
23789a8c7934f93b26c47ae986db1cff,1,-1130.0,-1130.0,-1130.0,10223.1,10223.1
237a9a76b84f9daacd60454c92dfe516,1,-3.0,-3.0,-3.0,24.12,24.12
237d23868124e5cb034c819fc0371dda,1,-385.0,-385.0,-385.0,35.865,35.865
23825400db631fdf6e8cf30274078005,1,-136.0,-136.0,-136.0,2792.48,2792.48
2385c6e3460963b4656737f8cd4b43cd,1,-202.0,-202.0,-216.0,2250.0,2250.0
2385d913313e6d924a7f235714b7a10d,1,-2053.0,-2053.0,-2026.0,9000.0,9000.0
238a4ceceb5d8957a161dd47234076a2,7,-722.0,-722.0,-722.0,2742.03,2742.03
2390144af826e0c6b2b66975b48f4c63,1,-96.0,-96.0,-103.0,22911.8,22911.8
239393b1a6b4085cbcc5221b65a3d4bf,1,-270.0,-270.0,-270.0,107.73,107.73
23990f9cfb3e710627114f2b1551bfbb,1,-345.0,-345.0,-345.0,286.2,286.2
239b11b8bf790c384c7a434b9e5287d8,1,-385.0,-385.0,-385.0,15750.0,15750.0
239eee1bb28ecf63316515bba74be9bd,1,-162.0,-162.0,-162.0,2250.0,2250.0
239fc748fd4ad71411a5468fd450c267,1,-76.0,-76.0,-84.0,11328.3,11328.3
23a33440a36279e8fe37495b37877f93,1,-400.0,-400.0,-400.0,9.63,9.63
23a47fa16112a504c19e41887a8e79ee,1,-523.0,-523.0,-534.0,8354.34,8354.34
23aa3824c7e74f52a5b1d82688553bbc,1,-510.0,-510.0,-510.0,44.1,44.1
23aab0721acd03fe0616056b2b6b947a,1,-280.0,-280.0,-280.0,9000.0,9000.0
23b1a7ad8404d0ddc8edce0e8a1ed635,1,-64.0,-64.0,-64.0,152.595,152.595
23b2a32e837e129e18aa806ef31a3c96,1,-2287.0,-2287.0,-2296.0,2250.0,2250.0
23b34d6ce2ab536506e740a0c78c9380,1,-193.0,-193.0,-193.0,8646.43,8646.43
23bb33df4d4faf927aa726b7d255a62f,1,-284.0,-284.0,-284.0,0.225,0.225
23be6e3f7d89ca997093aad05f0b2229,1,-155.0,-155.0,-155.0,24.525,24.525
23c07ddc3aae551f25cc5c1bfcc28386,1,-119.0,-119.0,-119.0,10938.2,10938.2
23c324fb89e3217b2df81f0d2b29a9e8,1,-2396.0,-2396.0,-2396.0,4500.0,4500.0
23c68b6f6a241970b6e700c05f4e7373,1,-895.0,-895.0,-895.0,176.805,176.805
23cc92585eacb29f4df03ed17e222333,1,-927.0,-927.0,-927.0,8374.46,8374.46
23cced6b3c8c37d086bd8413b6d1e18d,1,-369.0,-369.0,-369.0,171.405,171.405
23d0b0cd4a3205a7a59519ad28499164,10,-2723.0,-2723.0,-2753.0,1395.49,1167.26
23d106931a5835cb70709589fc298026,1,-209.0,-209.0,-213.0,10428.2,10428.2
23d946fd3f88c22b5c8f5ef0c07897f5,1,-112.0,-112.0,-112.0,14870.0,14870.0
23e21ee98c437fd6b94df4c353d2bc0e,39,-1073.0,-1073.0,-1073.0,450.0,450.0
23e37a0a1c4439845269f1cfbe6dba7e,1,-1878.0,-1878.0,-1878.0,1125.0,1125.0
23e7a204e051b5cb24dcfe9dd2ad3f45,1,-225.0,-225.0,-225.0,112500.0,112500.0
23e8a859370f15b2bd5d1e10b0b66df2,1,-1088.0,-1088.0,-1107.0,7875.0,7875.0
23e925e04d4966e2070386369098f055,1,-2314.0,-2314.0,-2319.0,7875.0,7875.0
23f712362c48eb99a7a6956119c4a0ce,1,-2450.0,-2450.0,-2454.0,6750.0,6750.0
23f715a3cd3481f975a0f1f7eb8034fc,1,-7.0,-7.0,-7.0,136.53,136.53
23f7a8724b2c5bb0e7667db3d630004a,1,-142.0,-142.0,-149.0,7282.85,7282.85
23fe7cef48a3a5bf80751498417c97bf,1,-2763.0,-2763.0,-2763.0,4500.0,4500.0
2405d31378685976ad43767402dd9249,1,-597.0,-597.0,-597.0,30150.0,30150.0
240f4cd0b15db4699e2ffc4aa11efcf3,1,-666.0,-666.0,-666.0,4.5,4.5
2418ada0a05a0b94c031b8f3686cf21d,1,-452.0,-452.0,-452.0,4600.08,4600.08
241d30fadaa05eb148811251e678e3b2,1,-162.0,-162.0,-181.0,2250.0,2250.0
2422b848f365bdb822b3e2a6ecf98e86,1,-702.0,-702.0,-702.0,108.99,108.99
24284b7c8a76fdd4da70a893b0a19545,1,-1703.0,-1703.0,-1717.0,9000.0,9000.0
243209faaa0ce6db246927fed2eaa177,1,-48.0,-48.0,-48.0,11406.9,11406.9
2436c3d38e177af04fe2f19e9281c613,1,-123.0,-123.0,-123.0,601.02,601.02
243de402e8150ccb65656ca15234be21,1,-393.0,-393.0,-423.0,7875.0,225.0
243eb4e260441d69927d5508df2a00a5,1,-2672.0,-2672.0,-2681.0,4500.0,4500.0
243f6d66d577e4259a4da0529c41fac1,1,-88.0,-88.0,-96.0,8863.56,8863.56
2442b70d24578fd46feb19d6a3c8262d,1,-1160.0,-1160.0,-1174.0,2250.0,2250.0
244a01310cdd05930bafd7392d3c4f86,1,-16.0,-16.0,-31.0,9560.79,9560.79
244cc18a8978a60e80508912c8137f52,1,-18.0,-18.0,-18.0,4.455,4.455
2450ab8d0ed0a6b0715de6ba56fd0869,1,-71.0,-71.0,-71.0,11697.3,11697.3
2452ddf59cb382527c70d4c705caa29e,1,-109.0,-109.0,-109.0,440.685,440.685
245addd142e42c500c707c31d0bb645f,1,-199.0,-199.0,-198.0,2291.31,2291.31
245b35cba25fce10079625f4675268c0,1,-66.0,-66.0,-66.0,81309.0,81309.0
245c945b36bfc4320f69dc20f28b7dd3,1,-571.0,-571.0,-571.0,4725.0,4725.0
245e3cb6c3fe4620f55c528a9a056800,1,-1122.0,-1122.0,-1122.0,6220.44,6220.44
24611a76eedb1105044c6db6043482cd,1,-70.0,-70.0,-86.0,3626.19,3626.19
24627f201cd2af3cbd946894819ffac1,1,-140.0,-140.0,-140.0,2250.0,2250.0
2468e9f3bf3cfbfe907664a20caa8e32,1,-771.0,-771.0,-784.0,9632.12,9632.12
247cc3ab06a1864064b258da53341c18,1,-1690.0,-1690.0,-1682.0,4500.0,4500.0
247dcf79a62d1bf15539a868de8bab86,1,-2171.0,-2171.0,-2181.0,2250.0,2250.0
247ea86a9fddbb602c1b19aeb3042cbd,1,-2703.0,-2703.0,-2703.0,5625.0,5625.0
248f5a42267d5d360d52e3cb3eaed83f,1,-940.0,-940.0,-947.0,9000.0,9000.0
2490d9492965df1d3b0e767d2cec9971,1,-528.0,-528.0,-528.0,129.105,129.105
24a0677cfe8a3b5798985314d9b00721,1,-789.0,-789.0,-789.0,281.7,281.7
24a1e154c1f5f36725a0e68cdf22efa0,1,-2403.0,-2403.0,-2416.0,7875.0,7875.0
24b5aa9408da4df904252c918fc6c9be,1,-65.0,-65.0,-65.0,79.38,79.38
24b63b2692c87dd075f51f711249abe5,1,-1066.0,-1066.0,-1066.0,9000.0,9000.0
24b6ae92d6c02f0d0f4064309e8d1432,4,-1543.0,-1543.0,-1543.0,9000.0,9000.0
24c0b76595f92e43d81fc7a819200608,1,-332.0,-332.0,-332.0,4500.0,4500.0
24c3a537733ba958031d0a2e5dae8548,1,-144.0,-144.0,-144.0,13500.0,13500.0
24c49d47f593cc2618dfb848b2e5c1eb,1,-2240.0,-2240.0,-2240.0,6750.0,6750.0
24c5433ebd462cde4657e041c4f17f45,1,-611.0,-611.0,-611.0,22.5,22.5
24c6c5c0e12e29aa0b689f6fc0275b63,1,-163.0,-163.0,-163.0,751.815,751.815
24c93f6f38a4602b590a6deb6fe74926,1,-144.0,-144.0,-144.0,361.53,361.53
24d8ad37460bfc7e1e0cf781edcd1fe4,1,-241.0,-241.0,-241.0,540.9,540.9
24db80992d158a13f06c68b45e31f13e,1,-170.0,-170.0,-170.0,1095.07,1095.07
24df4c86ade051d46f7d665fe78336b6,1,-15.0,-15.0,-15.0,6750.0,6750.0
24e36f2dda0e52725683f977d5db9ab3,1,-46.0,-46.0,-46.0,45132.3,45132.3
24e5c6b919ae8d06995315dc001058b3,1,-526.0,-526.0,-526.0,3213.54,3213.54
24e6c96eb46cec67a67a41fea02404ac,1,-2733.0,-2733.0,-2744.0,4500.0,4500.0
24ed0827dce6c3a03868c365cc16712f,1,-268.0,-268.0,-268.0,6408.77,6408.77
24f06972f53f73e22abd4788eba34d3b,1,-1477.0,-1477.0,-1480.0,6750.0,6750.0
24f6aaba60cf69cbef10a132c8e75d5c,1,-1897.0,-1897.0,-1903.0,9000.0,9000.0
250b72c5ee12644a6df29d71d04429b4,1,-24.0,-24.0,-24.0,67500.0,67500.0
250c8f7b55f429db970a3a85b3c8259a,1,-226.0,-226.0,-226.0,2153.61,2153.61
250dbef6c7a44002e67d9fb4105af46d,1,-85.0,-85.0,-85.0,11781.7,11781.7
250e1349cff0c1cc095ea59e3860a1e9,1,-2170.0,-2170.0,-2172.0,4986.81,4986.81
2511e2724f3311106e46fe3d8111eb7e,1,-19.0,-19.0,-19.0,1181.34,1181.34
251819dadeb0b4de8ae7e288c086d587,1,-1789.0,-1789.0,-1797.0,6750.0,6750.0
251859d82a36741a890870b4e7b0ff50,10,-2470.0,-2470.0,-2470.0,5432.13,5432.13
251b559ab7ed55fc3c37d94c995ef29d,1,-48.0,-48.0,-48.0,45.81,45.81
25259c0c49b3a447dd253878c699fc3c,1,-2444.0,-2444.0,-2454.0,7875.0,7875.0
2526755b360e85a037e96db3f19cec27,1,-602.0,-602.0,-602.0,162.45,162.45
252a7e48ef4518ffbdcb5b0620c088c8,5,-2841.0,-2841.0,-2851.0,8100.0,8100.0
252bd6c0851e06036ef84d4ec9f3d243,1,-208.0,-208.0,-220.0,16137.5,16137.5
25314c2d41b805ee95da48e9061236d3,1,-76.0,-76.0,-76.0,415.62,415.62
2539adde513a5614e3526647ae3a0f3a,1,-1841.0,-1841.0,-1845.0,6750.0,2250.0
2540885ae5a4b59308d5720273b058f9,1,-379.0,-379.0,-379.0,2250.0,2250.0
25450d70d9e3d2624affe5a892b96590,1,-1539.0,-1539.0,-1540.0,9000.0,9000.0
254b632990a579480a6c99997f899c11,1,-1339.0,-1339.0,-1339.0,5335.33,5335.33
25500c8bc0aa5a3336e1eb6a4838c04d,1,-21.0,-21.0,-21.0,27710.5,27710.5
2551d62c0f5c4f10f3dec21d5f1bef5a,1,-380.0,-380.0,-380.0,949.5,949.5
2557504031adcb76210e9bbc6a6bddfe,1,-2162.0,-2162.0,-2162.0,181.845,181.845
2560b908452ae60cb1b7c6d0786b6418,1,-337.0,-337.0,-340.0,9580.28,9580.28
2563bfa928c517c45b677acaff13de0b,1,-513.0,-513.0,-525.0,6750.0,6750.0
256453aba9d9c5815733df6cd9935321,1,-178.0,-178.0,-178.0,2250.0,2250.0
2565d6f7fa4acf2fb0c718e88b3612cb,1,-181.0,-181.0,-181.0,2088.72,2088.72
256c7f6aa9aeb56d4d08865c163635d0,1,-122.0,-122.0,-122.0,450.0,450.0
25716c54fc93e52fdf3c38e160b72b73,1,-228.0,-228.0,-229.0,2268.45,2268.45
258a85a72644b4b9708e8bee101d4415,1,-1922.0,-1922.0,-1922.0,26.235,26.235
258db2c131c23c407a47aa203350c5d0,20,-2844.0,-2844.0,-2853.0,6750.0,6750.0
2590cd9217f744fbdeab14462ddd6e1e,1,-491.0,-491.0,-491.0,8216.33,8216.33
2591e29b77c2ff05db0875d1cdcd48cf,1,-2019.0,-2019.0,-2030.0,7875.0,7875.0
259336236d0704013a59ae29dc6cf900,7,-1120.0,-1120.0,-1120.0,284.985,284.985
259696de9bdbe3506f87b7081af11647,1,-554.0,-554.0,-554.0,13527.5,13527.5
25976957e3aa8e29af584bd19d2d7bb0,1,-231.0,-231.0,-250.0,2250.0,2250.0
259935c0a595106635d9bdbe7715299a,1,-1265.0,-1265.0,-1276.0,9000.0,9000.0
259a5e1cd10e1eb79e8077d5737ee9c0,1,-713.0,-713.0,-713.0,7284.24,7284.24
259bcc0dbf356046ead9b66ac4d82bc7,1,-305.0,-305.0,-305.0,1730.07,1730.07
259c941daaea332293f4d2ce702b90d6,1,-419.0,-419.0,-419.0,1665.77,1665.77
259d8840a590cd924fe7be7a96b2f5fe,18,-359.0,-359.0,-360.0,9450.0,9450.0
25aa9393efc9282ee57b0d04db2a10a2,1,-212.0,-212.0,-212.0,896.04,896.04
25baa3c37157a67779b51fa070f94ee6,1,-847.0,-847.0,-836.0,9450.0,9225.0
25bc002582d39cb9f424a2c507031c74,1,-297.0,-297.0,-297.0,69.93,69.93
25be59bdb8d6d6829ca33840b2b5b947,1,-2023.0,-2023.0,-2039.0,6750.0,6750.0
25c1c9fdd69df897a164bda96a6c2bdf,1,-639.0,-639.0,-658.0,7261.65,7261.65
25c6edd2d5e9294392555bb08a07c95d,8,-2790.0,-2790.0,-2799.0,4050.0,4050.0
25cbb300ede2b302a1704158d08aff2a,1,-103.0,-103.0,-103.0,30127.5,30127.5
25cca36aafc4dc7932449206a7f2cdfa,1,-262.0,-262.0,-274.0,14096.0,14096.0
25d17902c8c8cd89acade56ec65096df,1,-891.0,-891.0,-891.0,180000.0,180000.0
25d38c3a26460a5d95cd6692de00ee7b,1,-459.0,-459.0,-463.0,7122.69,7122.69
25de342f41718414ab9164612dac99d0,1,-102.0,-102.0,-104.0,9326.97,9326.97
25deb882827cce9f332c1123d4152b4d,1,-56.0,-56.0,-56.0,889.245,889.245
25e1b0195adc183e0dceea9c16deedc2,1,-130.0,-130.0,-133.0,6202.4,6202.4
25e6deababb6ba534a710e94bc697410,1,-697.0,-697.0,-697.0,822.195,822.195
25f4ed62efc2192ca0f3cacbf2a3cd1a,1,-275.0,-275.0,-294.0,393.525,393.525
2605c363ca6e2d69f769580bae8965b1,1,-65.0,-65.0,-64.0,2250.0,2250.0
2612d3beed1a800d99bf24f73af0d1de,1,-142.0,-142.0,-142.0,22500.0,22500.0
261aeab259bb38c1dd06ab19d6e5054d,1,-607.0,-607.0,-607.0,13500.0,13500.0
261aeab7e0683ee59ea2f848bf10fa63,1,-357.0,-357.0,-361.0,4260.6,4260.6
261bc89527e8c6c258df758daedcdc58,1,-100.0,-100.0,-100.0,8.64,8.64
261e2e5b3a01acc5329f13e1d61ba1ab,13,-1937.0,-1937.0,-1937.0,4072.0,4072.0
26244d00a39dd13a527b779010375bb2,1,-4.0,-4.0,-4.0,1.35,1.35
2625ee6602c737caa6e1cfb52e645836,1,-453.0,-453.0,-453.0,357.93,357.93
2629e45358c8d3456f674a1ee9b12437,1,-8.0,-8.0,-8.0,74.16,74.16
262ee8a8d9ba23bf6fa8cded16a03a75,1,-19.0,-19.0,-19.0,4500.0,4500.0
262f3e6e2b12c76c62789cb32a482d13,1,-2070.0,-2070.0,-2070.0,180000.0,180000.0
2630665746687890e6cc91e6eadd4bd4,25,-1245.0,-1245.0,-1275.0,2461.14,2461.14
263747d2d4e3fe0263745d0717a59045,7,-1244.0,-1244.0,-1244.0,49.68,49.68
26393210f36eb267a798f3d8849e190c,1,-763.0,-763.0,-761.0,11250.0,2700.0
2639e1bf7dd7db15a6c93733bec40c8a,1,-2592.0,-2592.0,-2601.0,2250.0,2250.0
263c84a2863233b65a4cb524220fb4c6,1,-169.0,-169.0,-169.0,234.945,234.945
263d0a65a360c3cf6efe7e4de53299c7,1,-930.0,-930.0,-933.0,16047.2,16047.2
263db6db2aebca825cf57ffc89ec09fb,1,-293.0,-293.0,-293.0,900.63,900.63
263efbbecac79ac2620827cb06450e4f,1,-453.0,-453.0,-459.0,3375.0,3375.0
26430e096c564b7994f6ec84ba5fd88f,1,-105.0,-105.0,-123.0,2250.0,2250.0
26433bd9bd535bf6343491d0ddcf3085,1,-26.0,-26.0,-15.0,9446.17,9446.17
264875d8851a842165bd7d3eb9636ef2,1,-267.0,-267.0,-267.0,7913.34,7913.34
264a5ecc2cd6953219e8f0e8966fa39b,1,-2218.0,-2218.0,-2230.0,6750.0,6750.0
264b9431057dc54004e97c437914988f,1,-2516.0,-2516.0,-2525.0,3375.0,3375.0
264dbef923692d17ae2770fb8525f72f,1,-997.0,-997.0,-998.0,4500.0,4500.0
264f8356a85f98d1b26b544981ca168d,1,-263.0,-263.0,-282.0,6365.21,6365.21
265350931254bf5368bc52ee8d48e9c8,1,-109.0,-109.0,-109.0,180000.0,180000.0
2659a29c66ecde2dac925bd9d26115ab,19,-1021.0,-1021.0,-1021.0,6750.0,6750.0
26628b71664c7c3d11db0cc9e2b34686,1,-195.0,-195.0,-195.0,3.33,3.33
26655bc8bfecd5a922aeb8a2cdb27874,1,-856.0,-856.0,-856.0,3.87,3.87
2666156a5068508c742326ae0ddacf7d,1,-29.0,-29.0,-29.0,27870.8,27870.8
26714b5eb8bfdddb93e1e5b49e446aa8,1,-550.0,-550.0,-550.0,16174.5,9424.49
2671cd2e983b6af3d16decd7f0f70147,1,-2392.0,-2392.0,-2402.0,3375.0,3375.0
267a90157326cfcdf7c8f9096ed6f115,1,-51.0,-51.0,-57.0,18845.0,18845.0
2680d306830f7fe3bf8cf37f4d128a19,1,-29.0,-29.0,-29.0,29.205,29.205
268347101b44b2f8e4ad568f7f32aedc,1,-623.0,-623.0,-623.0,134.235,134.235
