reco_id_curr,max_months_balance,max_installment_count,max_installment_future_count,max_contract_status_name
1c8f7a457efa1ac5e2df2e0ea4437489,-6,6.0,0.0,Completed
1c9014141dddcf3142cf61864d51c0a0,-2,24.0,18.0,Active
1c9090b4c186c5af733e9887b5a2da82,-2,5.0,0.0,Completed
1c90a5f2fc69e48b07ece6490d27aad4,-2,12.0,6.0,Active
1c90cf71dc1505845a0f20f109ccc8c3,-1,48.0,40.0,Active
1c9101194d1f0007ccae71d3d42affff,-2,6.0,6.0,Active
1c911385154a6b1b4818d71a4f3aa857,-1,60.0,46.0,Active
1c91ade5547c6b02df363938087dab88,-1,6.0,1.0,Active
1c91db35c0d7ba4ec8c9ba788adf5e8a,-1,8.0,1.0,Active
1c946942ec436ff7496b9aecad17d0a8,-2,12.0,9.0,Active
1c949fa387ce75d0dd4cb5c1092fe6e2,-9,10.0,0.0,Completed
1c94db6710a1ac4281dbf25519ab665d,-1,6.0,4.0,Active
1c95320768898368dc89422aded54740,-5,12.0,4.0,Active
1c97ece3638788ab6ae63c05e12493f1,-1,10.0,6.0,Active
1c97fd096de4a93e3a55e8a6e6010beb,-4,6.0,1.0,Active
1c98cde26447aa4b8a16dfc944ed4d7c,-2,36.0,18.0,Active
1c9936e9d51640244ce7bbc813e63afd,-2,36.0,26.0,Active
1c9998f7a557ab6daaeedb7062d32dbe,-1,18.0,17.0,Active
1c9a0246256687428bd069db59bd44f3,-2,12.0,8.0,Active
1c9b0f404f396a3e897ced75be7cccbd,-2,36.0,24.0,Active
1c9b2d98d0dcfb8bbbb0159c64f0815d,-5,12.0,3.0,Active
1c9bd49caa67c50ea20e0dc780657cb3,-2,60.0,56.0,Active
1c9bead12dd156619d685bc43dffb958,-1,6.0,3.0,Active
1c9c1e34f3866be23c9b975fe58058cb,-7,12.0,7.0,Active
1c9c3a564d2bf5e88843b2bdf00788ca,-2,6.0,4.0,Active
1c9c7781e5dd54f64cff6feae24477f4,-4,10.0,3.0,Active
1c9e31eb6d9755904ddfb0fc21495ff6,-1,18.0,7.0,Active
1c9e6de955b32d7e9151b6f61c3749f6,-2,36.0,36.0,Active
1c9fc7e5bfcb9cb0205dd352c562d72b,-1,18.0,15.0,Active
1ca01c7c9e027360c1e30f66a509716c,-1,48.0,44.0,Active
1ca27133eff2b9f5cfb0199fd5507dd9,-8,6.0,1.0,Active
1ca50c5c53c5f7634e7a7e73ac11b4f8,-1,18.0,8.0,Active
1ca62b966a93a460ca4075b10cebbf76,-2,12.0,9.0,Active
1ca7d48bee2eec8170ebe6b7281e2b52,-1,12.0,10.0,Active
1ca81646cfaa1b626217125edbd47f6a,-1,18.0,7.0,Active
1ca82ac90d56e4561bb2866315358e5e,-1,12.0,10.0,Active
1ca886bbe16376d97ca14e9ba5104cb9,-1,24.0,17.0,Active
1caaf1c1af936c0ddb35a82894f32c3d,-2,10.0,6.0,Active
1cacce3738e3d7009340284e30308f7b,-1,42.0,37.0,Active
1cacdad788993bcee839139ebe36fa40,-1,12.0,10.0,Active
1cae7883690d3d84cc33ee38f95f1055,-2,12.0,7.0,Active
1cae9329a92963f6ffd1a2f87e3491d4,-1,24.0,10.0,Active
1caf978234d95f7b74b0066bd1b8795a,-1,36.0,17.0,Active
1cb0c6f1224ca0b10cee1d7d2bc48002,-6,12.0,0.0,Completed
1cb12b9770cfc65f5df1013262604d48,-6,12.0,2.0,Active
1cb1e1ae6f1d725af9fee7c9f70f64fe,-2,48.0,48.0,Active
1cb21777377769c8b544eee12174e17b,-2,10.0,6.0,Active
1cb348cc3bc0cae8da6b3a374230777a,-5,6.0,2.0,Active
1cb3947c931d10a3828d9ae0d680d50b,-2,10.0,0.0,Completed
1cb3a0fbfaa6ca8b3d3898416d3a7913,-1,24.0,14.0,Active
1cb4902280c419766aacec9b85c3aea6,-1,24.0,12.0,Active
1cb4ec042cd4eaf1a982cbcdb9f3d205,-1,24.0,9.0,Active
1cb5308f38d6887ad9afbf9fa205b0d5,-1,60.0,56.0,Active
1cb6350ce793555acd1953bfa3526074,-2,12.0,5.0,Active
1cb638236118e2c3299ede025fdca5c7,-2,6.0,6.0,Active
1cb751ada408439cbcb44493b2af355b,-1,18.0,14.0,Active
1cb7552b421ab5368d1e04dc6795baf1,-1,36.0,6.0,Active
1cb9695602ddb364bec528b745aadd01,-1,12.0,0.0,Completed
1cb99110bfb99074ab3f6a4c9d5dac33,-1,12.0,9.0,Active
1cbab25ab0b4b6bdb4fcf3e2e657e4d8,-2,10.0,9.0,Active
1cbaf8898a45c2339a8cc36b48f7f8b0,-4,12.0,6.0,Active
1cbb12e506a5fb73a17a20b0eed36335,-2,48.0,45.0,Active
1cbb52252205a17694adfbf466bcef44,-5,18.0,3.0,Active
1cbcd7c6f5fbf9f7c84e7dfa6ec1b50f,-1,24.0,17.0,Active
1cbe6eb5748223ab9eb6042257c92c2c,-1,10.0,4.0,Active
1cbea31654c4c12693b5244ac6e92195,-5,12.0,4.0,Active
1cc03e9f3c24a4d1c11e26cd059a78de,-1,6.0,4.0,Active
1cc18d97dfcaf28482415f5a7065cec1,-9,5.0,0.0,Completed
1cc1e476ce1bb4c6fc7926aaed04636a,-8,6.0,0.0,Completed
1cc5478cfc1325b199265aa6016341bd,-2,12.0,8.0,Active
1cc7320240864c34d13f5d3f888c7d1a,-3,48.0,47.0,Active
1cca91e8754b235cd1760a274a404445,-8,8.0,0.0,Completed
1ccaa24a682930eb5b5aba3f91efad16,-4,18.0,10.0,Active
1ccb00be7ef30cfe9d3504639e73f0e5,-2,6.0,5.0,Active
1ccc6171f3335f0ac79ce88283f3cd50,-3,24.0,16.0,Active
1ccf5f2447c83b9b9fc1054ddb37b700,-1,36.0,15.0,Active
1ccfd90b5d5a5504eeceea9404433515,-2,24.0,8.0,Active
1cd0500087f4418150c8b36c76607679,-2,1.0,0.0,Completed
1cd1be3006a631c6f4d680b1beb3230c,-1,12.0,12.0,Active
1cd2c761bcd66e7140bacb97d3ff4b3b,-2,12.0,9.0,Active
1cd3650f7630a0850bb67ffb20d9d113,-1,60.0,54.0,Active
1cd5cf81824a3a6ca77089445031e3d8,-2,10.0,9.0,Active
1cd72c8275fa3c6beab9f681b25d344b,-1,12.0,9.0,Active
1cd8b2a4cfa69622df2f80c2ca73aea2,-1,36.0,28.0,Active
1cdacee890eae7d1ac565eca01a38eb3,-3,12.0,10.0,Active
1cdaeb142e511ec0b2b0f63839f9619f,-9,12.0,0.0,Completed
1cddef3de6ec1c615e9c0185f4ea35ee,-4,6.0,3.0,Active
1cdf9e1d809f58ded3d804e15745d498,-2,12.0,8.0,Active
1cdfcfeed3322d0532a442de1ea9f1e9,-1,48.0,45.0,Active
1ce0228adab67b755abe96e6e423670c,-1,60.0,55.0,Active
1ce052c5987b0d2bd2032bfe62ba51c0,-8,28.0,0.0,Completed
1ce26c3b3abd596029ca394a1cb58ab5,-3,12.0,6.0,Active
1ce2fa628fa7dcb76f61296f4d6656f1,-1,6.0,6.0,Active
1ce3d3ffd4ce94574782090f66f508b8,-2,12.0,5.0,Active
1ce3de1fa19d09232ae36f8d8a8534ed,-1,24.0,12.0,Active
1ce484b40f2a9c1166281e3bbeb178cc,-2,6.0,5.0,Active
1ce519932a26f3dfe9f515b380d43771,-2,10.0,8.0,Active
1ce564bd2e618ae330f2ead09e38842d,-1,12.0,5.0,Active
1ce64a45ad6f0d24fa466338dd5bf65f,-8,5.0,0.0,Completed
1ce7975312c096284b1b014649de95f5,-4,6.0,3.0,Active
1ce7feeec9dafd2799f41d791f372ea6,-1,24.0,24.0,Active
1ce8173fb1ab71150c7a99ddd3fb3956,-6,14.0,3.0,Active
1ce82ca18e575248cc7215d74c9b0d24,-5,12.0,5.0,Active
1ce8815d1dbb557e6bb836a91b7161d8,-1,12.0,12.0,Active
1ce9f0bbe78d9546bdab9296cfba4830,-1,12.0,6.0,Active
1ceb5b4c97759443cebdd67220b85de4,-1,18.0,9.0,Active
1cec4c3da2fb2f0fe8f10946b5040254,-1,60.0,58.0,Active
1cef56366ee324b0576d7dc45d13e151,-2,48.0,36.0,Active
1cefa76269b29e9603195c52a814e1ea,-4,12.0,4.0,Active
1cf00e5ed1610b8f99186a144f8f8136,-1,36.0,28.0,Active
1cf19e8ab7abf95934437fa147229f9b,-1,12.0,6.0,Active
1cf22a26016ebfbc4608f79f646de775,-1,24.0,19.0,Active
1cf2c30fe204dc6c25a41b5561aa68da,-1,18.0,5.0,Active
1cf328a82d2d6bd76ed1d65b97e9a8d9,-1,12.0,12.0,Active
1cf3c665db996d24b1c550d4746919b2,-5,42.0,16.0,Active
1cf3cf0b96dc35e8ff6e4cfb9e2e4d7e,-8,8.0,0.0,Completed
1cf431985f5a365d77aac2701c25ddcc,-1,12.0,9.0,Active
1cf45d2f3c2dbc17ccae2477b2764fee,-8,6.0,1.0,Active
1cf46cfe159ff4f2f1993b1e0a21d5ad,-1,10.0,8.0,Active
1cf46dc4fe59f85ab53e28f8c1ac4d4c,-8,7.0,0.0,Completed
1cf4db542aadac710db060b276fb19ce,-2,24.0,14.0,Active
1cf519ba031ad0c40374b29e7b1d4cb1,-5,6.0,4.0,Active
1cf5214ee00ea04a2dd68e510ddf47c9,-1,12.0,9.0,Active
1cf6185cd04c5d91905383a54b8a2ce1,-3,6.0,0.0,Completed
1cf627da598fcc048d2c2e4ee2b60aab,-9,8.0,0.0,Completed
1cf878c379c13d2f561448887577f700,-1,12.0,7.0,Active
1cf87ad330c8edf0ffcd9219fe68f0c5,-1,17.0,0.0,Completed
1cf8df1e83d62aa7d3fa58fce71bbc5e,-1,12.0,8.0,Active
1cf949bfd3d9ee5a1203930470236aac,-2,12.0,12.0,Active
1cfa57e29db0b943f57de406015aea8f,-1,60.0,28.0,Active
1cfa654938a5bb42636fd0f338459e86,-1,24.0,7.0,Active
1cfaceb40363ce15e8cd193dbba67dad,-2,48.0,25.0,Active
1cfba04a67f7de9e87bfa3f028d6a9b5,-4,24.0,4.0,Active
1cfc2a4ea0201a675d18db8c13f3d972,-1,12.0,6.0,Active
1cfda42aaaa2cd28bd834d7880053842,-5,6.0,3.0,Active
1cfdd8233418469e832230b1e001eabd,-2,24.0,9.0,Active
1cfeaaac7a20ce71302805a9293c1e4f,-1,10.0,9.0,Active
1d00f5c74e8ae27bfce648b32d1b258a,-2,12.0,10.0,Active
1d01034fb19a982617d004dc1f091297,-4,10.0,5.0,Active
1d02abd4bfe1cd35fda8f0d747c050a3,-1,18.0,7.0,Active
1d03215a73c1526bdc250b8f6bcf2858,-1,36.0,33.0,Active
1d04e743cf33547ae888610c8b8ecaa6,-1,24.0,14.0,Active
1d06b1bf55dbd0db67d003373c23a135,-6,30.0,23.0,Active
1d06f09a3da77b5d2073b7cd0cf635fd,-1,48.0,46.0,Active
1d09d003252aa0b456383d6262e0f00d,-2,36.0,32.0,Active
1d0a732ab652a00edde070a4125b9202,-2,18.0,10.0,Active
1d0c4a0a5daed60c94b9b2106d1106d7,-6,6.0,0.0,Completed
1d0d20065a2af7f1bdde56c7cf807855,-3,12.0,4.0,Active
1d0e2887306f01c9449b479bbb9e5537,-2,6.0,1.0,Active
1d0e634fd4ff9fac4c134a187a6289cd,-2,24.0,13.0,Active
1d0ee1220e882d4725049b0552b78768,-2,36.0,35.0,Active
1d103d3f63a947efb8b6c8b0b6acaa73,-3,36.0,30.0,Active
1d10b3e82fc1e24445ec8a9954a6e92c,-1,18.0,11.0,Active
1d1148c94c29911cf1dd1a35bae835b2,-1,18.0,7.0,Active
1d12aeaf1ec82fc745e70aee500feceb,-1,42.0,19.0,Active
1d131c1ee161928814f50ba6688fb643,-1,48.0,40.0,Active
1d13c5863784b39c17607d61795dfee6,-2,4.0,0.0,Completed
1d14d9e076bf058d31f1fef4f6a770e8,-8,10.0,0.0,Active
1d14db84514172a648434a65678f6bfa,-5,24.0,0.0,Completed
1d15d9e760799e0ee13d782c519360fc,-1,24.0,20.0,Active
1d16c38263e405f8e0892e9fde9fd804,-2,12.0,8.0,Active
1d17c9fb9ed5f1f264f7f209c1dfe5e4,-9,12.0,0.0,Completed
1d1812b45218fa0ce396bf4b5ee98767,-1,12.0,8.0,Active
1d1a704f7025da810547369ec483b40c,-2,18.0,11.0,Active
1d1a80f6fc41783b51ffefb1fa3b382f,-7,12.0,10.0,Active
1d1b8e3965e894c5b9ab9d17b7e66f85,-2,18.0,15.0,Active
1d1c23b5e661c42c3da7bac91b7db3b7,-9,10.0,0.0,Completed
1d1cf7f4f6cef72c47febcb44d341aac,-1,30.0,26.0,Active
1d1daf02143dbd7aa3b9aeb08f5829d3,-1,12.0,4.0,Active
1d1fd58e5c79da246b91ebc7f1b38b80,-2,48.0,48.0,Active
1d205c53c519323911a516c79905d381,-4,30.0,9.0,Active
1d22eac7c3686f2960ef27f1d0ec5b84,-2,24.0,8.0,Active
1d232ac7e5f077df9425388c0a2b3dc1,-1,18.0,3.0,Active
1d2345c6f76bf14e502edcc5c88cc980,-1,36.0,27.0,Active
1d2351890e826edff87ca8008e0388b1,-4,18.0,4.0,Active
1d23ac49ebf13ea7cbf09045e9ec0d0e,-6,12.0,2.0,Active
1d2452965880a33b68e38b6aaeeab561,-2,24.0,14.0,Active
1d25356a0615fcda66f0c3c536f28c91,-1,12.0,7.0,Active
1d25e2d048380b4cc2fcdecdbf995312,-2,12.0,11.0,Active
1d267716120cd074e64603e66a08a5d5,-2,36.0,0.0,Completed
1d26ea4eec23631c6a9aa2338657c8c3,-8,10.0,2.0,Active
1d296d3f26900f812cbce240f129b5ab,-8,4.0,2.0,Active
1d29e5a6e14976a775d6315bb13d3a63,-2,24.0,7.0,Active
1d2c1932862f8fe0c8d8d3125e284a8b,-1,6.0,2.0,Active
1d2cba039b4140e1f1204afc05bc2eed,-1,48.0,28.0,Active
1d2d844b8cf9035fb215eb4a57400fe3,-8,12.0,2.0,Active
1d3076636e5f8177e8642e5aa67549e2,-1,24.0,7.0,Active
1d30fbac57f2cec516f04d7010b1618e,-6,4.0,0.0,Completed
1d33069aa84b6a88682b33f59b0a7dbb,-3,18.0,2.0,Active
1d33d75f2c44710a416cc00d066dd77c,-8,6.0,0.0,Completed
1d3665329a7bd55a823b5b5bc1b96844,-1,12.0,8.0,Active
1d37e2f21357c6656613f634a0fa2b11,-2,12.0,4.0,Active
1d388b3e6fd576bc04f73d5ab4e49e9b,-1,24.0,19.0,Active
1d389bcbac331adc6cc65c694bf10c40,-1,18.0,12.0,Active
1d3a03c71cff4dd2b345fbfc02b6310c,-1,28.0,0.0,Active
1d3b1199c6791f53eedd23f4e66030c8,-1,48.0,28.0,Active
1d3b2497ce2dcada0262da2e4315477d,-8,18.0,7.0,Active
1d3d8334dd0ea28d326b22fa1bb8476e,-5,6.0,4.0,Active
1d3f19ecde02f330348a6d45bc0f8bab,-7,6.0,0.0,Completed
1d401ffcbd3e20cb41e77d42a769ac3f,-1,60.0,57.0,Active
1d4136d2b89cd2201709ac77b8024e11,-2,36.0,19.0,Active
1d43651d7e3049b2f92b92b7fdfc0483,-2,24.0,9.0,Active
1d4407c5dd9f2a05a626b3098df50066,-1,18.0,18.0,Active
1d4618b9c811d44814008e0aac770c42,-1,12.0,9.0,Active
1d46db3549935d2019612c0fda12360e,-2,24.0,13.0,Active
1d47a350b33daf088cdda981f355d7e6,-1,18.0,12.0,Active
1d47d9e55411c71c9b0bf56ca47aa454,-1,12.0,5.0,Active
1d485c3ea7702b2bb806d8cec6f534b1,-2,42.0,24.0,Active
1d489811ce922731e8327a7dbfc10b5d,-6,6.0,1.0,Active
1d493ff3691934affea5cf30389a64ec,-3,60.0,29.0,Active
1d4c1b914b25ceb026a5cb74a22f1ada,-2,36.0,35.0,Active
1d4c401dfe4a2dded4dd300381dbb0e0,-7,10.0,0.0,Completed
1d4c64788b3b6a4f73432e3eb7b1dc4c,-2,18.0,4.0,Active
1d4c82134912fcaffdc1182a572d1d2d,-1,10.0,2.0,Active
1d4cfa89a3e808591d97ae28211fcdf4,-2,10.0,7.0,Active
1d4da6ddd69d2f32312f1c72f60f9d57,-1,24.0,15.0,Active
1d4ec2868d1d4d34a9aa257b1e75a130,-7,2.0,0.0,Completed
1d50a96e0e3d7b721de8aafbb246067d,-2,6.0,4.0,Active
1d54b3bd4632d16d3832ee7195fc04c6,-9,10.0,0.0,Completed
1d558b98a634af816d6a7d0feef31651,-8,3.0,0.0,Completed
1d56c770a1bf58e56a6965d095428fa7,-2,12.0,12.0,Active
1d5751b75cfc7716c4bef93a8884e60d,-2,42.0,28.0,Active
1d58f0241abdddc3c3cf19464edae0a7,-2,10.0,10.0,Active
1d5979aeb57dc46cc934beade2f06e36,-2,24.0,14.0,Active
1d59a00ab07ad00b96657a36c77b00c2,-2,10.0,2.0,Active
1d5a062dee8a92712466dab4239d4fdd,-1,12.0,7.0,Active
1d5c043a28c766b01e0085ba79cf5410,-2,8.0,0.0,Completed
1d5c0dcef551a3cb5c7b71679a69e73d,-3,12.0,12.0,Active
1d5e9de5a71e037f43d5a58f3f1b4b1d,-3,24.0,16.0,Active
1d5ed51bf3b25157b53dabe3c247dff8,-1,24.0,20.0,Active
1d5fb67e44a632b5b78a6db2f0a298c3,-2,6.0,4.0,Active
1d60d8ff1f4f4008580c49cb39c6d3df,-1,12.0,8.0,Active
1d624904cc3a1863aaa7f70c097b63e1,-1,12.0,3.0,Active
1d63a3afafae1b83ba698b47d3612a87,-1,24.0,22.0,Active
1d642a94570b92f32daac0ae6729c816,-1,60.0,51.0,Active
1d649d3ff22e1737327bf366c578360d,-6,6.0,2.0,Active
1d6602abc49deb03da453177a592d354,-5,60.0,60.0,Active
1d662ef11c7f462bc9e26285b8ca715a,-1,24.0,7.0,Active
1d66485abd505867f910eb24e61d4a6e,-2,24.0,20.0,Active
1d66f5c40b44be5f0cd21b4b3a83d180,-1,24.0,11.0,Active
1d69198276aabacbda37626456ecda7c,-2,10.0,10.0,Signed
1d69908a36f26b1130f5f4060a1709e6,-1,12.0,0.0,Completed
1d6a0f30e54fefd2d222aa2abb70f647,-9,38.0,0.0,Completed
1d6c0a212daef5e6015f994f2ed5b4df,-2,24.0,9.0,Active
1d6c26b2cab921ad7cea9472c4588bfb,-2,13.0,0.0,Completed
1d6d823ebe2fc5a0078143c0dc8e2b87,-1,12.0,7.0,Active
1d6f2fe994a9d8ff00370b1948b25029,-1,48.0,40.0,Active
1d701b893ac694648a616a4866c3e98c,-1,0.0,0.0,Signed
1d711879afd0ecc53ca36c7b20e67180,-2,10.0,7.0,Active
1d716bd624982a0e450cbdd9abbc21f6,-7,12.0,2.0,Active
1d72ac4818de81b601b90ce06585b472,-3,12.0,11.0,Active
1d730320b725d5f0958c79c477434701,-2,12.0,1.0,Active
1d7390c3081d406702306b827926da43,-9,10.0,0.0,Completed
1d739afbc496ff8f7d895a28d95efa04,-6,22.0,0.0,Completed
1d752f19ccafeec1a2f624a463e7207a,-2,6.0,0.0,Completed
1d7726a549873b1dc22a4354989deb9b,-1,18.0,13.0,Active
1d772711c67b028d721c7c9ca3812d8a,-1,18.0,3.0,Active
1d772d5ef8c207caaffe279ce314baa7,-2,12.0,7.0,Active
1d781ae5cb345babe209244d14916154,-1,18.0,8.0,Active
1d789121d0a4b141b5e9858f987a6fdd,-2,10.0,7.0,Active
1d7a6adb56ad0e0ecb52e54111e6e4c2,-2,12.0,4.0,Active
1d7b3ecc1fc437a2300fa6daf7c0322e,-2,12.0,7.0,Active
1d7dd717e6d4a9c1a22ae04c5c89dc54,-2,36.0,21.0,Active
1d7e90429e341d13ed5024307cab1996,-9,24.0,0.0,Completed
1d7eb9a772840138be6104ffcc2d790a,-7,12.0,5.0,Active
1d7f2503f877156899e1e99a0d2f51cd,-1,60.0,46.0,Active
1d7f6bf8595e48fe864e5ed0460f18e8,-2,12.0,1.0,Active
1d83b728e71b1239f9a4198135a9ebb8,-2,12.0,11.0,Active
1d846dc74a2acac8883be4170d3aa172,-5,12.0,0.0,Completed
1d84bb9280d520d5eb59d012979b6021,-2,6.0,0.0,Completed
1d859c0a5fb4648765cca9aae8c038aa,-2,36.0,7.0,Active
1d8631a24b83913a5a44a46899d04599,-4,12.0,2.0,Active
1d86ddf01dfe1a41223fea5f7b193399,-2,12.0,8.0,Active
1d875f0faf4fb73804240b582a33035f,-1,36.0,36.0,Active
1d87948a8e5b75ccd876e4f30d648f75,-3,4.0,0.0,Completed
1d88688a4e8db3ce6b9124e08bf87d49,-3,12.0,9.0,Active
1d893a11a3a065c224d15136cd955379,-2,12.0,6.0,Active
1d8a31c2a4d5661768b78c9960de7021,-1,24.0,13.0,Active
1d8a8e8fe1135a69577cfcbb4d08e55d,-1,48.0,31.0,Active
1d8afe506a98ee4c91a19e74469a8a05,-9,7.0,0.0,Completed
1d8cb58685dd3e699a25bbb445177f59,-4,12.0,4.0,Active
1d8daa95506a58f98b1523e26df1eaa4,-7,18.0,17.0,Active
1d8ef4e83d1831b0da6ea09f3562a899,-7,10.0,1.0,Active
1d911886830d947eb85545fa407ffa5b,-2,24.0,7.0,Active
1d9166f22735ff60a8c08aed82dd023c,-6,4.0,0.0,Completed
1d91fd8cf40156dc1b696dc9359b5ddb,-1,24.0,24.0,Active
1d92487a3d711a228b493b07b815cdd4,-1,12.0,7.0,Active
1d929b8d9e1934f1b4d991fa5787b57c,-2,12.0,9.0,Active
1d92ae37248080758aee0dbb3b9ee604,-2,24.0,20.0,Active
1d9310b11772555d37095816d8b8e7e6,-9,6.0,0.0,Completed
1d940cae09e90471c2a8dfa8bf1cd2e9,-2,12.0,7.0,Active
1d98c569f99196f2e3ef9c0230c6c0da,-1,12.0,9.0,Active
1d9a6d4dce622fc0efcbab8bfa10c1fc,-1,12.0,11.0,Active
1d9b2eb9da040d1df2377dac4edb12b5,-1,6.0,2.0,Active
1d9ceadbe5694218a780e0397d5f6aec,-4,6.0,1.0,Active
1d9d1351aa0c37b445e677c6a9c25bc4,-1,24.0,20.0,Active
1d9d16c4acc8b0df710c0d355c4a2121,-3,12.0,0.0,Completed
1d9df24b92575e70518614331f769882,-1,12.0,7.0,Active
1da0195c01a8574de81dc8638866aa12,-3,36.0,32.0,Active
1da11909aa80c7f98efd504a06767c32,-2,10.0,7.0,Active
1da11c7538d988bf8128974ed1172890,-2,24.0,16.0,Active
1da478d07e731b098dcb89d4b952f1ba,-6,12.0,4.0,Active
1da52b2bac4b9d2c77e9ee40803f276d,-2,24.0,21.0,Active
1da5f869191f5558da4d86456a39ad8f,-5,6.0,2.0,Active
1dab0d5517a326513c89232d9e887eea,-2,6.0,6.0,Active
1dad062b7c4b4fc9013f8b28ee507ca5,-2,12.0,9.0,Active
1dad3b0df688eb6433dd31085a65a9cf,-1,12.0,5.0,Active
1dada779771325252ab8c7a3d0ba400f,-6,12.0,11.0,Active
1dae33d9f9e8e9772faf32279ecd8f2d,-1,36.0,29.0,Active
1db045b127046cebc16716a595db611c,-1,4.0,0.0,Completed
1db0fc2f95ccc900cb6d4fe1f96ab133,-2,24.0,23.0,Active
1db18d20ac7ca81d2c2f2071f575402c,-2,12.0,9.0,Active
1db310bb0d69a0e1ff0aaa89ff5c6d46,-6,24.0,6.0,Active
1db3bd836e0dc95bcea0c55077bf9436,-2,12.0,5.0,Active
1db4c49685cbcad4c3a85b99edfef872,-1,18.0,13.0,Active
1db6594e219b7f6acb04e07d395266fe,-1,12.0,6.0,Active
1db7645518549c4400e951b9b330fe96,-2,23.0,0.0,Completed
1db7b82917856308690fee63f9479a14,-1,24.0,5.0,Active
1db91a402a4ff6fd07901be5c7179c82,-2,6.0,0.0,Completed
1dbaafdb11618146f10ee72064d802c6,-4,6.0,6.0,Active
1dbba892a75bb705b9efb934cca2223b,-2,24.0,8.0,Active
1dbc62a975a64ae1cb5c1be1f8bec479,-1,12.0,12.0,Active
1dbc9409eb1c85dbc0a7e9276859c8c4,-1,25.0,14.0,Active
1dbd0f298a16de31505acc9fb3c7835c,-3,30.0,11.0,Active
1dbd4b829de8b7a02db6dfb789a4bc97,-1,36.0,22.0,Active
1dbde9763100cfcfdfacd99a2034fce9,-1,18.0,11.0,Active
1dbec7c04384354f259453a3418c85d0,-2,12.0,8.0,Active
1dc0457a64927ad8df3fcc151a42ce59,-1,12.0,8.0,Active
1dc0b2447e310a7a62a43951b863799d,-1,4.0,0.0,Active
1dc126bd274df49f0942c45aaa2be72b,-5,12.0,9.0,Active
1dc276b5eb21e984aaaf1a8b220c0845,-2,60.0,53.0,Active
1dc328a90c3d09ba571577935410481d,-2,6.0,6.0,Active
1dc42794007c1cff47fcca0bbdc95cbf,-2,36.0,15.0,Active
1dc463ea017d9f0c43af6c8375141742,-1,24.0,20.0,Active
1dc5cf91e0dc82285e4da9aa397d3e07,-4,36.0,36.0,Active
1dc64e55c2c28d107ef7c3db984cccd2,-1,12.0,11.0,Active
1dc6744c68b142b9fa6d324073a10476,-1,24.0,22.0,Active
1dc89d5f3764b4796066cf6f575e63ac,-7,8.0,0.0,Completed
1dca0b89a4bd571bb479d3c688c0d6d1,-1,36.0,30.0,Active
1dca7a599c99d8a9c6ddc9b3b6184604,-2,14.0,7.0,Active
1dcc57547b2223329bb2ed8dff9892cc,-2,24.0,6.0,Active
1dcc6e5b0ca77e3775e03fa38072e45d,-1,24.0,8.0,Active
1dcc79e4a494e6ef6251ec05278c6d55,-1,24.0,9.0,Active
1dccccfa6694d74151a36019fba5c61d,-5,24.0,3.0,Active
1dcd33ab496c1969089e20d1bebb5f0e,-8,10.0,1.0,Active
1dcd570f5f4960ded268f9b6a49fa826,-1,36.0,28.0,Active
1dcd96f4a1e19db6d01e350c53720304,-8,3.0,0.0,Completed
1dcdea58e01b4eb796e4e548a288cbd3,-7,10.0,6.0,Active
1dceba28a2e007ff9c4a76dd7541e309,-3,12.0,2.0,Active
1dd040b290ba2851ff7c5b4c0eefc0c3,-1,16.0,12.0,Active
1dd0c3e579eb8dd7913806767a7e006c,-2,12.0,3.0,Active
1dd1a69e09e8e9420956e2176984a2de,-1,42.0,26.0,Active
1dd1d7e9d77f99b92d4829f8d9cbcea6,-1,3.0,0.0,Completed
1dd291e233b770635c7a7e405b1b0120,-1,48.0,46.0,Active
1dd2ca386e73ef4a023e7bdc6354d1f2,-9,4.0,0.0,Completed
1dd45eb78b2dd4cbf3ad8bfb8865cd07,-9,11.0,0.0,Completed
1dd71e868895623990711b0a8d76f080,-7,9.0,0.0,Completed
1dd8e5037134646f8f08d852aec00f75,-2,12.0,9.0,Active
1ddb0c02421d05048d80a96b799dc3de,-1,54.0,41.0,Active
1ddb37a3ae88900e8f9f43a32ed26de4,-2,12.0,0.0,Completed
1ddbb7b62419cb571da01c0063d5a7d3,-1,36.0,14.0,Active
1ddcf1dd5ad32523e8998f4f1af01ab4,-1,37.0,4.0,Active
1ddd9d8617421d5f8d228be1544ebad3,-4,12.0,11.0,Active
1dde8dac9b441974f7011471fdda497b,-2,6.0,3.0,Active
1ddebf104b816c1f74ddf389665f71d7,-2,10.0,8.0,Active
1de1a1e40ec9ae92cd57c96c67d52142,-3,24.0,21.0,Active
1de1eb1846e7448d254b86dae4a9cf0a,-2,6.0,1.0,Active
1de35510e429748075ff37ca89b899e5,-1,11.0,4.0,Active
1de44959275ad70124566a71e85aee47,-2,12.0,10.0,Active
1de4f015eedd91ca5dc72ade2136ef54,-4,48.0,34.0,Active
1de55ed8fc2609e8a5f011ccd14acf92,-1,36.0,21.0,Active
1de68665ce3b459af0445bcb6e3e4b4e,-6,10.0,2.0,Active
1de6a6f96a763635b5fb216036492907,-6,2.0,0.0,Completed
1de6ff246d583a2a557afa4ff05fb229,-1,12.0,8.0,Active
1de75eec840a25a8f97a83671b438711,-6,60.0,51.0,Active
1de775516f79bfd031efe4097b07c660,-1,12.0,9.0,Active
